112,2039,  0.595651
2039,5405,  0.595483
2039,6403,  0.595399
2039,4694,  0.595231
321,2039,  0.595147
1099,2039,  0.595147
2039,6537,  0.595063
2039,4700,  0.595063
2039,3301,  0.595063
2039,6647,  0.595063
800,2039,  0.594979
1541,2039,  0.594979
2039,5431,  0.594895
2039,2621,  0.594895
683,2039,  0.594895
2039,5868,  0.594895
2039,3017,  0.594811
2039,6913,  0.594811
2039,2372,  0.594727
2039,5766,  0.594559
1235,2039,  0.594559
2039,4835,  0.594559
134,2039,  0.594475
2039,5474,  0.594475
679,2039,  0.594475
1019,2039,  0.594390
2039,6777,  0.594306
2039,4283,  0.594306
2039,4007,  0.594222
1448,2039,  0.594222
2039,4508,  0.594138
2039,4304,  0.594138
2039,3495,  0.594054
1676,2039,  0.594054
1106,2039,  0.593970
2039,2356,  0.593970
2039,3867,  0.593885
2039,5490,  0.593885
2039,6920,  0.593885
956,2039,  0.593717
2039,5165,  0.593717
2039,7068,  0.593717
2039,4424,  0.593633
884,2039,  0.593549
950,2039,  0.593549
2039,4924,  0.593549
1064,2039,  0.593212
2039,3174,  0.593212
2039,3465,  0.593212
2039,5109,  0.593127
2039,5966,  0.593127
383,2039,  0.593043
2039,3816,  0.593043
783,2039,  0.593043
80,2039,  0.592959
2039,6926,  0.592959
2039,3415,  0.592959
2039,2208,  0.592874
1816,2039,  0.592874
2037,2039,  0.592874
2039,4621,  0.592874
1593,2039,  0.592874
2039,6876,  0.592874
227,2039,  0.592706
2039,2890,  0.592706
2039,6830,  0.592621
2039,4449,  0.592621
2039,6693,  0.592621
2039,2434,  0.592537
2039,2666,  0.592537
2039,5932,  0.592453
2039,6114,  0.592453
2039,2531,  0.592368
729,2039,  0.592368
2039,4525,  0.592284
2039,6545,  0.592199
2039,6510,  0.592199
203,2039,  0.592199
2039,5289,  0.592115
1829,2039,  0.592115
2039,7062,  0.592030
658,2039,  0.592030
2039,3020,  0.591946
564,2039,  0.591946
2039,5890,  0.591946
1464,2039,  0.591861
2039,3486,  0.591861
1098,2039,  0.591777
575,2039,  0.591693
2039,2202,  0.591693
1318,2039,  0.591693
937,2039,  0.591608
2039,3555,  0.591608
49,2039,  0.591523
2039,5138,  0.591354
2039,3866,  0.591354
2039,6756,  0.591354
657,2039,  0.591354
1637,2039,  0.591354
1507,2039,  0.591354
2039,3176,  0.591270
645,2039,  0.591185
698,2039,  0.591101
725,2039,  0.591101
1492,2039,  0.591016
2039,6420,  0.591016
2039,2819,  0.591016
1643,2039,  0.590847
2039,2250,  0.590847
1050,2039,  0.590847
2039,6156,  0.590762
638,2039,  0.590762
1028,2039,  0.590678
1295,2039,  0.590593
909,2039,  0.590593
2039,2582,  0.590593
2039,4996,  0.590593
1453,2039,  0.590339
2039,2091,  0.590169
2039,5878,  0.590169
394,2039,  0.590169
2039,3295,  0.590085
1097,2039,  0.590000
263,2039,  0.590000
2039,3203,  0.589831
2039,3984,  0.589830
2039,5887,  0.589830
1131,2039,  0.589830
2039,2405,  0.589746
1395,2039,  0.589576
1542,2039,  0.589576
2039,2753,  0.589491
826,2039,  0.589491
2039,6000,  0.589491
2039,2133,  0.589406
2039,5870,  0.589237
207,2039,  0.589152
2039,3751,  0.589152
2039,6413,  0.589067
933,2039,  0.588982
153,2039,  0.588982
2039,4988,  0.588897
498,2039,  0.588812
1296,2039,  0.588812
2039,3315,  0.588558
2039,3449,  0.588558
2039,2746,  0.588473
2039,4482,  0.588473
2039,4431,  0.588388
1908,2039,  0.588388
1095,2039,  0.588303
2039,4287,  0.588303
405,2039,  0.588218
2019,2039,  0.588048
2039,2973,  0.587963
1398,2039,  0.587878
2039,5763,  0.587878
2039,5996,  0.587878
1566,2039,  0.587878
1094,2039,  0.587878
2039,4875,  0.587537
753,2039,  0.587537
2039,2190,  0.587537
2039,3222,  0.587452
2039,2868,  0.587452
2039,4286,  0.587452
2039,6717,  0.587452
372,2039,  0.587367
168,2039,  0.587367
2039,6884,  0.587282
1790,2039,  0.587282
2039,5710,  0.587197
2039,2864,  0.587197
1018,2039,  0.587112
2039,6686,  0.587112
599,2039,  0.587112
1115,2039,  0.586856
2039,3654,  0.586856
2039,5194,  0.586686
2039,4480,  0.586686
2039,6798,  0.586600
641,2039,  0.586515
2039,6946,  0.586515
2039,6782,  0.586515
1984,2039,  0.586515
2039,3529,  0.586430
852,2039,  0.586345
1828,2039,  0.586345
2039,6227,  0.586345
2039,3691,  0.586345
2039,5666,  0.586259
1021,2039,  0.586174
955,2039,  0.586089
2039,2379,  0.586089
1615,2039,  0.586089
2039,5588,  0.586089
2039,5426,  0.586089
2039,6650,  0.586089
2039,6861,  0.586089
2039,2058,  0.586089
1707,2039,  0.586003
2039,5496,  0.585918
2039,5105,  0.585918
952,2039,  0.585833
2032,2039,  0.585833
817,2039,  0.585747
2039,7080,  0.585747
2039,5425,  0.585662
2039,6307,  0.585662
860,2039,  0.585577
1253,2039,  0.585577
428,2039,  0.585577
7,2039,  0.585577
2039,5126,  0.585577
371,2039,  0.585491
2039,3763,  0.585491
2039,2604,  0.585491
2039,2394,  0.585320
1089,2039,  0.585320
711,2039,  0.585320
289,2039,  0.585320
957,2039,  0.585235
2039,5854,  0.585235
2039,4641,  0.585150
2039,6178,  0.585150
2039,4628,  0.585150
2039,3504,  0.585150
532,2039,  0.585064
1057,2039,  0.585064
2039,4377,  0.585064
2039,6281,  0.585064
2039,2506,  0.585064
1353,2039,  0.584979
1027,2039,  0.584979
2039,5799,  0.584979
1657,2039,  0.584979
26,2039,  0.584893
922,2039,  0.584893
2039,2427,  0.584722
1483,2039,  0.584722
2039,2995,  0.584551
871,2039,  0.584466
2039,3518,  0.584466
309,2039,  0.584380
2039,5134,  0.584380
2039,2258,  0.584380
369,2039,  0.584380
2039,4537,  0.584294
903,2039,  0.584209
1476,2039,  0.584209
2039,6096,  0.584209
888,2039,  0.584209
2039,4108,  0.584123
786,2039,  0.584123
2039,3939,  0.584038
2039,6335,  0.583952
2039,2382,  0.583952
2039,2438,  0.583952
1244,2039,  0.583866
2039,4808,  0.583781
332,2039,  0.583781
1278,2039,  0.583781
733,2039,  0.583781
2039,4253,  0.583695
2039,2587,  0.583695
1376,2039,  0.583609
2039,2799,  0.583524
2039,5668,  0.583524
2039,2459,  0.583524
2039,5222,  0.583438
2039,2956,  0.583438
2039,3912,  0.583352
2039,6065,  0.583352
864,2039,  0.583352
2039,6794,  0.583352
749,2039,  0.583267
2039,6546,  0.583181
2039,6306,  0.583181
2039,5480,  0.583181
2039,5987,  0.583181
208,2039,  0.583095
2039,2855,  0.583009
2039,4129,  0.583009
768,2039,  0.583009
1602,2039,  0.582924
2039,4195,  0.582924
2039,4131,  0.582838
2039,6186,  0.582838
2039,2762,  0.582580
944,2039,  0.582580
2039,5682,  0.582580
228,2039,  0.582580
2039,6047,  0.582495
2039,5198,  0.582409
2039,3842,  0.582409
2039,2750,  0.582409
762,2039,  0.582323
1254,2039,  0.582323
339,2039,  0.582323
2039,4312,  0.582237
1267,2039,  0.582237
568,2039,  0.582237
2039,6669,  0.582151
1529,2039,  0.582151
1655,2039,  0.582065
1810,2039,  0.582065
2004,2039,  0.582065
2039,3108,  0.581979
2039,2101,  0.581979
2039,5733,  0.581894
61,2039,  0.581894
2039,3680,  0.581893
1923,2039,  0.581893
1136,2039,  0.581808
2039,2124,  0.581808
2039,5713,  0.581807
1897,2039,  0.581722
2039,2262,  0.581722
938,2039,  0.581636
535,2039,  0.581550
161,2039,  0.581550
815,2039,  0.581550
2039,2078,  0.581464
2039,5641,  0.581464
1551,2039,  0.581378
1956,2039,  0.581378
2039,3475,  0.581378
2039,2683,  0.581378
2039,6587,  0.581378
1853,2039,  0.581292
2039,3340,  0.581292
875,2039,  0.581206
2039,6585,  0.581206
751,2039,  0.581206
2039,3109,  0.581034
2039,5616,  0.580948
2039,6864,  0.580861
1187,2039,  0.580861
2039,3007,  0.580775
2039,6369,  0.580689
2039,6479,  0.580689
2039,6595,  0.580689
1887,2039,  0.580603
1760,2039,  0.580517
1742,2039,  0.580517
2039,2059,  0.580431
28,943,  0.580345
2039,3248,  0.580345
2039,4032,  0.580345
724,2039,  0.580259
1724,2039,  0.580259
807,2039,  0.580259
674,2039,  0.580172
2039,4213,  0.580172
1299,2039,  0.580172
341,2039,  0.580172
2039,2169,  0.580172
2039,6819,  0.580086
474,2039,  0.580086
675,2039,  0.580000
1503,2039,  0.579914
2030,2039,  0.579828
1344,2039,  0.579828
139,2039,  0.579828
2039,6810,  0.579741
838,2039,  0.579741
2039,5743,  0.579655
898,2039,  0.579655
2039,5889,  0.579655
1176,2039,  0.579655
2039,6705,  0.579655
2039,2079,  0.579655
2039,3778,  0.579655
2039,3153,  0.579569
2039,6015,  0.579569
1393,2039,  0.579483
1039,2039,  0.579396
2039,3054,  0.579396
2039,4366,  0.579310
379,2039,  0.579310
1936,2039,  0.579310
2039,6454,  0.579310
1823,2039,  0.579224
2039,4952,  0.579224
1276,2039,  0.579137
1323,2039,  0.579137
1502,2039,  0.579137
2039,2348,  0.579051
2039,5778,  0.579051
2039,4335,  0.579051
1509,2039,  0.579051
2039,5767,  0.579051
2039,3672,  0.579051
676,2039,  0.578965
1802,2039,  0.578965
2039,2669,  0.578965
2039,5892,  0.578792
2039,4233,  0.578792
2039,6789,  0.578792
1892,2039,  0.578792
2039,3169,  0.578705
2039,5738,  0.578619
2039,4031,  0.578619
1579,2039,  0.578533
2039,7063,  0.578533
570,2039,  0.578533
2039,3406,  0.578446
2039,4817,  0.578446
2039,3129,  0.578360
2039,6737,  0.578360
2039,3619,  0.578360
262,2039,  0.578273
2039,6351,  0.578273
2039,3874,  0.578187
2039,4822,  0.578187
2039,6147,  0.578100
598,2039,  0.578100
2039,2125,  0.578014
848,2039,  0.578014
579,2039,  0.578014
943,3444,  0.577927
1493,2039,  0.577581
165,2039,  0.577495
853,2039,  0.577495
2039,4581,  0.577495
820,2039,  0.577408
906,2039,  0.577408
897,2039,  0.577408
1173,2039,  0.577408
2039,6430,  0.577321
2039,2090,  0.577321
2039,3585,  0.577321
2039,5027,  0.577321
1150,2039,  0.577235
1988,2039,  0.577235
2039,6565,  0.577062
2039,6637,  0.576975
827,2039,  0.576975
1491,2039,  0.576975
2039,6820,  0.576975
2039,2691,  0.576888
1112,2039,  0.576888
1259,2039,  0.576888
763,2039,  0.576888
2039,2970,  0.576802
1631,2039,  0.576715
2039,5087,  0.576628
2039,5256,  0.576628
780,2039,  0.576541
2039,5827,  0.576541
2039,6151,  0.576541
2039,3702,  0.576541
2039,5401,  0.576455
2039,3849,  0.576455
221,2039,  0.576455
1510,2039,  0.576455
97,2039,  0.576368
2039,5630,  0.576368
1589,2039,  0.576281
1534,2039,  0.576281
2039,3446,  0.576194
2039,2526,  0.576194
2039,2976,  0.576194
2039,2581,  0.576194
1567,2039,  0.576108
292,2039,  0.576108
971,2039,  0.576108
2039,5628,  0.576108
805,2039,  0.576108
2039,2471,  0.576021
2039,4605,  0.576021
2039,2872,  0.575934
1034,2039,  0.575934
1793,2039,  0.575934
2039,3452,  0.575934
154,2039,  0.575847
2039,5911,  0.575847
1672,2039,  0.575847
2039,5157,  0.575847
2039,4265,  0.575847
2039,3967,  0.575847
2039,2293,  0.575760
2039,3247,  0.575760
43,2039,  0.575587
1003,2039,  0.575587
2039,4696,  0.575500
2039,5112,  0.575500
863,2039,  0.575500
2039,3685,  0.575500
2039,6612,  0.575413
2039,3703,  0.575326
1215,2039,  0.575239
2039,5061,  0.575152
1023,2039,  0.575152
251,2039,  0.575065
1770,2039,  0.574978
2039,4870,  0.574978
2039,3729,  0.574978
2039,4535,  0.574978
1480,2039,  0.574891
2039,4787,  0.574891
2039,4676,  0.574891
2039,2533,  0.574804
2039,5019,  0.574804
2039,5770,  0.574804
765,2039,  0.574717
1745,2039,  0.574717
943,4077,  0.574717
2039,2731,  0.574717
1343,2039,  0.574717
2039,3173,  0.574717
2039,3055,  0.574630
2039,6349,  0.574630
2039,5687,  0.574543
1520,2039,  0.574456
2039,6019,  0.574369
2039,6452,  0.574369
2039,5317,  0.574282
1610,2039,  0.574282
22,2039,  0.574282
2039,3907,  0.574195
2039,2071,  0.574108
2039,2066,  0.574108
2039,4446,  0.574021
1917,2039,  0.574021
2039,3148,  0.573934
1124,2039,  0.573934
2039,4066,  0.573934
359,2039,  0.573847
1651,2039,  0.573847
2039,6171,  0.573847
1523,2039,  0.573847
239,2039,  0.573759
2010,2039,  0.573759
2039,2725,  0.573759
520,2039,  0.573672
1703,2039,  0.573672
1477,2039,  0.573672
2039,6544,  0.573672
2039,5430,  0.573585
2039,4414,  0.573585
2039,5768,  0.573498
2039,2850,  0.573498
1901,2039,  0.573411
2039,2880,  0.573411
2039,6811,  0.573324
2039,3318,  0.573324
1026,2039,  0.573324
144,2039,  0.573236
2039,3143,  0.573236
1824,2039,  0.573149
2039,5207,  0.573062
1142,2039,  0.573062
735,2039,  0.572975
690,2039,  0.572975
271,2039,  0.572975
2039,2625,  0.572975
2039,6726,  0.572887
2039,5740,  0.572800
2039,2571,  0.572800
1734,2039,  0.572800
2039,3273,  0.572713
2039,6230,  0.572713
660,2039,  0.572626
357,2039,  0.572626
2039,2420,  0.572626
1332,2039,  0.572626
2039,3787,  0.572626
1903,2039,  0.572538
505,2039,  0.572538
2039,2128,  0.572538
2039,3392,  0.572451
2039,5479,  0.572451
2039,7048,  0.572451
592,2039,  0.572451
1367,2039,  0.572451
892,2039,  0.572364
248,2039,  0.572364
2039,4165,  0.572364
2039,6165,  0.572364
1952,2039,  0.572364
2039,4709,  0.572276
288,2039,  0.572276
2039,5153,  0.572189
794,2039,  0.572189
342,2039,  0.572014
495,2039,  0.572014
1804,2039,  0.571839
2039,4725,  0.571839
2039,6084,  0.571839
1178,2039,  0.571839
1214,2039,  0.571752
1390,2039,  0.571752
2039,2968,  0.571752
2039,3652,  0.571752
229,2039,  0.571752
681,2039,  0.571752
2039,5270,  0.571664
2039,4712,  0.571577
1653,2039,  0.571577
1359,2039,  0.571489
54,2039,  0.571489
2039,6152,  0.571489
2039,3141,  0.571402
2039,4194,  0.571402
2039,5117,  0.571227
1611,2039,  0.571139
2039,6645,  0.571139
561,2039,  0.571052
174,2039,  0.571052
2039,4528,  0.570964
2039,3395,  0.570964
2039,3033,  0.570964
2039,2521,  0.570877
2039,2166,  0.570789
2039,5152,  0.570789
2039,2455,  0.570701
2039,5169,  0.570701
440,2039,  0.570614
1116,2039,  0.570614
812,2039,  0.570526
2039,5921,  0.570526
2039,2787,  0.570526
2039,3965,  0.570438
410,2039,  0.570351
2039,2476,  0.570351
512,2039,  0.570351
125,2039,  0.570263
1821,2039,  0.570175
2039,3589,  0.570175
1644,2039,  0.570088
2039,5537,  0.570088
2039,4269,  0.570000
2039,6833,  0.570000
205,2039,  0.569825
2039,2375,  0.569649
2039,5633,  0.569561
962,2039,  0.569561
285,2039,  0.569474
2039,4734,  0.569473
2039,6176,  0.569386
2039,6203,  0.569386
2039,6014,  0.569298
1288,2039,  0.569122
2039,2555,  0.569034
1135,2039,  0.569034
1550,2039,  0.568946
2039,4459,  0.568946
2039,4518,  0.568946
2039,3195,  0.568946
2039,6538,  0.568859
2039,3926,  0.568859
2039,4722,  0.568683
1275,2039,  0.568683
2039,3531,  0.568683
2039,2290,  0.568683
2039,6195,  0.568595
361,2039,  0.568507
1405,2039,  0.568419
2039,3521,  0.568419
2039,2702,  0.568419
615,2039,  0.568155
1842,2039,  0.568155
2039,2861,  0.568067
1262,2039,  0.568067
2039,4872,  0.568067
2039,4558,  0.568067
1441,2039,  0.568067
2039,2500,  0.568067
2039,2544,  0.567979
347,2039,  0.567891
1568,2039,  0.567891
2039,2972,  0.567803
2039,3664,  0.567803
1796,2039,  0.567803
2039,3172,  0.567715
1540,2039,  0.567715
222,2039,  0.567627
1915,2039,  0.567627
2039,6261,  0.567539
2039,6722,  0.567539
1,2039,  0.567539
2039,2151,  0.567538
941,2039,  0.567450
2039,2374,  0.567450
2039,2842,  0.567450
2039,2447,  0.567362
764,2039,  0.567362
2039,2370,  0.567362
2039,4608,  0.567362
395,2039,  0.567362
1249,2039,  0.567362
2039,6300,  0.567274
1590,2039,  0.567274
2039,5232,  0.567274
926,2039,  0.567274
2039,5282,  0.567186
2039,2160,  0.567186
128,2039,  0.567186
2039,6148,  0.567186
2039,4912,  0.567186
298,2039,  0.567098
2039,2649,  0.567098
510,2039,  0.567098
1017,2039,  0.567098
966,2039,  0.567098
680,2039,  0.567010
241,2039,  0.566922
1364,2039,  0.566921
2039,3128,  0.566833
880,2039,  0.566833
943,4477,  0.566833
1933,2039,  0.566833
2039,2233,  0.566745
2039,4210,  0.566657
963,2039,  0.566657
1330,2039,  0.566569
1042,2039,  0.566569
2039,4541,  0.566480
2039,4730,  0.566480
2039,4282,  0.566480
2039,3951,  0.566392
1264,2039,  0.566304
2039,2567,  0.566304
2039,5327,  0.566215
1814,2039,  0.566127
2039,2099,  0.566039
2039,5333,  0.566039
2039,5356,  0.566039
915,2039,  0.565951
2039,6755,  0.565951
2039,3644,  0.565951
1919,2039,  0.565862
2039,4217,  0.565862
210,2039,  0.565862
2039,7005,  0.565862
346,2039,  0.565862
2039,5209,  0.565774
482,2039,  0.565685
634,2039,  0.565685
215,2039,  0.565685
1088,2039,  0.565685
2039,2714,  0.565597
2039,2878,  0.565597
2039,5688,  0.565597
2039,6020,  0.565509
1514,2039,  0.565509
1456,2039,  0.565509
2039,4332,  0.565509
64,2039,  0.565420
2039,4729,  0.565332
2039,3457,  0.565332
2039,3645,  0.565332
1315,2039,  0.565243
2039,4604,  0.565243
116,2039,  0.565155
2039,4656,  0.565155
24,2039,  0.565066
198,2039,  0.564978
2039,2738,  0.564712
2039,2882,  0.564712
876,2039,  0.564624
2017,2039,  0.564624
1128,2039,  0.564624
2039,5573,  0.564535
1271,2039,  0.564447
600,2039,  0.564447
2039,2139,  0.564447
2039,4275,  0.564358
1500,2039,  0.564358
2039,3690,  0.564269
2039,6568,  0.564269
1437,2039,  0.564181
2039,5504,  0.564181
232,2039,  0.564181
2039,2781,  0.564181
588,2039,  0.564181
331,2039,  0.564092
2039,5547,  0.564092
1675,2039,  0.564092
1706,2039,  0.564092
2039,2532,  0.564092
316,2039,  0.564004
2039,4634,  0.564004
536,2039,  0.564004
2039,5554,  0.564004
